Ngay,NhietDoToiDa,NhietDoToiThieu,NhietDo,NhietDoCamGiac,SuongMu,DoAm,Mua,XacSuatMua,LuongMua,TocDoGio,HuongGio,ApSuat,MayBaoPhu,TamNhin,ChiSoUV,KetLuan
1/1/2020,34.5,22,28.6,29.4,18.6,57.5,0,0,0,18.4,73,1015,30.8,9.8,9,Co may
1/2/2020,35.1,23,28.8,30.3,20,61.3,0,0,0,16.2,94.1,1016,35.2,9.7,8,Co may
1/3/2020,34,23.6,28.5,29.4,20.2,63.7,0,0,0,12.8,127.9,1014.1,32.6,10.2,5,Co may
1/4/2020,33,23.6,27.7,28.5,20.7,68.4,0,0,0,13,112.5,1012.5,37.5,10,5,Co may
1/5/2020,32.5,22.6,27.2,28,20.1,67.1,0,0,0,11.9,160.3,1012.4,24.6,9.9,9,Co may
1/6/2020,33.4,23,27.9,28.9,20.4,66.6,0,0,0,13,121.3,1013.2,34.7,9.2,9,Co may
1/7/2020,34.6,24,29.4,31,21,62.9,0,0,0,14,109.3,1011.7,44.1,9.6,9,Co may
1/8/2020,34.6,25,28.8,30.6,22.4,71.2,0,0,0,13.4,100.2,1012.1,42.7,9.5,9,Co may
1/9/2020,34.8,23.6,28.4,29.5,20.9,67.1,0,0,0,18.8,117.2,1010.4,30.9,9.6,9,Co may
1/10/2020,34,23.6,28.7,29.9,20.5,63.5,0,0,0,15.8,131.5,1010,28,10.1,9,Co may
1/11/2020,32,24,27.9,29.8,22.7,74.8,0,0,0,14.8,221.3,1010.3,40.4,8.6,8,Co may
1/12/2020,31.8,24.4,27.4,29,22.8,77.2,10,100,4.17,17.3,168.7,1010.5,51.7,8.9,8,"Mua, Co may"
1/13/2020,34,23,27.6,27.9,19.6,65.9,0.4,100,8.33,16.9,112.8,1010.3,30.8,9.3,9,"Mua, Co may"
1/14/2020,33.6,23,27,27.3,18.8,63.8,0,0,0,20.2,171.5,1011.8,24.3,8.7,9,Co may
1/15/2020,34,21.6,27.5,27.8,18.6,61.9,0,0,0,18.4,106.9,1011.8,24.2,9.4,9,Co may
1/16/2020,34,22.6,28.1,29.2,20.7,67.4,0,0,0,14.8,135.5,1012.1,36.4,7.6,8,Co may
1/17/2020,34,24.3,28.2,29.4,21,68,0,0,0,18.4,113.1,1012.8,38.5,8.1,8,Co may
1/18/2020,31.9,23.6,27.2,28.5,21.3,71.5,0,0,0,18.4,156.2,1012.5,38.9,7.9,8,Co may
1/19/2020,33.6,23,27.9,28.7,20.2,65.7,0,0,0,19.6,111.2,1012.8,32,9.1,8,Co may
1/20/2020,34,23,28.4,29.3,19.9,62.9,0,0,0,17.6,141.1,1013.6,28,9.6,9,Co may
1/21/2020,35.4,25,29.4,30.2,19.3,57.4,0,0,0,19.2,121.3,1014.7,30.5,9.9,9,Co may
1/22/2020,33.8,24,28.9,30.1,20.1,60.7,0,0,0,16.9,119.4,1013.8,35.5,10.3,9,Co may
1/23/2020,34,25,29,29.4,17.7,51.9,0,0,0,17.3,125.3,1012.8,42.4,10.3,9,Co may
1/24/2020,34.6,23,28.4,28.6,17.9,55.5,0,0,0,18.8,116.5,1012.6,28.9,10.3,9,Co may
1/25/2020,33.4,24.6,28.1,29.1,21,67.6,0,0,0,21.3,141.9,1011.5,32.3,10.1,9,Co may
1/26/2020,33.4,24,27.8,28.6,21.9,73.2,0,0,0,17.6,140.8,1011.1,36.4,10.3,9,Co may
1/27/2020,32,24.9,27.4,28.3,22,74.3,0,0,0,21.2,143.5,1011.2,42.7,10.3,9,Co may
1/28/2020,32,24,27.2,28.1,21.4,72.5,0,0,0,18.4,144,1011.6,45.9,10.3,9,Co may
1/29/2020,32.6,23.9,27.4,28.5,21.7,73,0,0,0,18.8,137.4,1012.8,45.9,10.3,9,Co may
1/30/2020,33,24,27.7,28.8,21.5,71,0.2,100,8.33,16.6,186,1012.3,48.6,10.2,9,"Mua, Co may"
1/31/2020,31,23,26.9,27.9,20.5,69.1,0.3,100,12.5,15.5,136.4,1013,50.2,9.7,9,"Mua, Co may"
2/1/2020,31.4,24,27.2,27.5,18.2,59,0,0,0,15.4,141.9,1013.6,49,10,9,Co may
2/2/2020,31.6,22,26.5,26.9,18.7,64,0,0,0,13.1,160.2,1014.7,35.7,9.3,9,Co may
2/3/2020,33,21.4,27.1,27.2,17.9,60.9,0,0,0,19.2,101.6,1014,36.1,9.5,9,Co may
2/4/2020,34.6,22,27.6,27.8,18.2,60.1,0,0,0,23.4,114,1012.7,31.6,10,9,Co may
2/5/2020,33.6,22,27.6,27.7,17.7,57.4,0,0,0,17.6,115.5,1012.3,30.3,10,9,Co may
2/6/2020,32,22.2,27,26.8,15.2,50.3,0,0,0,17.6,129,1013.4,23.7,10.3,9,Co may
2/7/2020,34.4,22.6,27.7,27.6,17,56.7,0,0,0,17.6,106.2,1013.6,14.8,9.7,10,Khong co may
2/8/2020,34.4,22,27.8,28.7,19.3,63.1,0,0,0,15.8,148.3,1013.4,39.1,10,8,Co may
2/9/2020,31.8,25,28.5,29.1,18.2,54.5,0.1,100,4.17,15.1,51.1,1013.3,51.5,10.1,7,"Mua, Co may"
2/10/2020,32.9,23,27.8,28.2,17.5,54.9,0,0,0,13,130.9,1013.5,45.6,10.1,8,Co may
2/11/2020,34.9,23,29,30.1,19.8,60.2,0,0,0,23.4,116.5,1013.9,43.4,10.3,9,Co may
2/12/2020,34.9,26,29.6,31.2,20.1,58.1,0,0,0,23.4,121.6,1013.5,35.2,10.3,10,Co may
2/13/2020,35.2,25.6,29,30.5,21.9,68.1,0,0,0,20.9,139.2,1012.7,30,10.3,10,Co may
2/14/2020,32.1,25,27.8,29.5,22.4,73.6,0,0,0,16.6,153.8,1011.6,46.2,10.3,10,Co may
2/15/2020,32.4,24.9,28.2,29.7,21.6,69,0,0,0,20.9,154.6,1012.3,41.3,10.3,10,Co may
2/16/2020,34.6,24,28.8,31,22.6,71.3,0,0,0,17.3,159.5,1013.1,47.2,10.3,9,Co may
2/17/2020,36,24.4,28.7,30.9,23,74.3,0,0,0,18.5,95.8,1013.8,58.2,9.3,9,Co may
2/18/2020,33,25,28.2,29.1,20.6,66.2,0.9,100,4.17,15.8,118.6,1014,52.8,9.3,10,"Mua, Co may"
2/19/2020,35,22,27.9,28.1,17.6,56.5,0,0,0,19.2,90.9,1014.1,31.1,9.6,10,Co may
2/20/2020,34,22.6,28.2,28.6,18.9,60.8,0,0,0,16.4,189.3,1014,40.4,8.6,10,Co may
2/21/2020,34.7,23.5,29,29.3,17.5,51.8,0,0,0,19.2,74.8,1015.1,36.8,10.3,10,Co may
2/22/2020,34.6,22,28.2,28.2,16.4,51.5,0.1,100,4.17,17.3,64.6,1015.7,25,10.2,10,"Mua, Co may"
2/23/2020,34.6,23,28.1,28.2,16.2,50.2,0,0,0,18.9,73,1014.9,26.7,10.3,10,Co may
2/24/2020,34.6,22.1,28.1,28,16.2,51.3,0,0,0,16.6,82.9,1013.3,33.8,9.7,10,Co may
2/25/2020,33.9,23,28.4,29,18.4,57.1,0,0,0,18.4,147.4,1011.9,33.6,9.8,10,Co may
2/26/2020,35.2,24,29.1,30.2,19.6,58.6,0,0,0,20.9,95.2,1012.1,35.5,9.4,9,Co may
2/27/2020,34.9,24,29.1,29.6,18.2,54,0,0,0,23.1,115.8,1011.3,34.3,9.9,10,Co may
2/28/2020,35,23.4,28.5,28.8,17.5,53.3,0,0,0,19.6,176.2,1011.1,24.3,10.3,10,Co may
2/29/2020,34.3,24.6,28.8,29.8,19.2,57.7,0,0,0,18.3,117.9,1010.5,38,10.3,10,Co may
3/1/2020,34.8,25.6,29.4,31,20.4,59.9,0,0,0,18.9,125.9,1010.9,41.1,10.3,10,Co may
3/2/2020,35,25.9,29.5,31.2,20.7,60.7,0.1,100,4.17,24.5,130.2,1010.8,39.5,10.3,9,"Mua, Co may"
3/3/2020,35,25.6,29.2,30.7,19.8,58.3,0,0,0,21.3,112.5,1011,39.2,10.2,9,Co may
3/4/2020,34,25.9,28.9,30.3,20.5,62.1,0,0,0,21.6,133,1011.2,39.6,10.3,9,Co may
3/5/2020,34,25.9,29.1,30.3,20.5,61.7,0,0,0,22,137.1,1011.8,41.4,10.3,8,Co may
3/6/2020,34.1,26,28.7,29.7,20.5,63,0,0,0,15.8,132.8,1013.1,42.3,10.3,8,Co may
3/7/2020,34.2,25.5,28.6,30.2,21.9,69.4,0,0,0,19.5,142.1,1012.7,31.1,10,9,Co may
3/8/2020,34.4,26,29.4,32.2,23.1,71.2,0,0,0,15.1,207.8,1010.5,39.3,10.3,9,Co may
3/9/2020,34.6,27,29.6,34.8,24.8,77,0,0,0,16.6,187.8,1009.1,49.5,10.3,9,Co may
3/10/2020,35,27,29.8,34.9,24.7,75.7,5.6,100,50,18.2,158.5,1009.4,56.5,10,9,"Mua, Co may"
3/11/2020,33,26.9,29.2,33.1,23.2,71.2,0.4,100,16.67,20,146.3,1011.6,48.8,10,9,"Mua, Co may"
3/12/2020,36,26,30.2,32,20.7,58.8,0,0,0,19.6,137.9,1012.4,36.1,10.3,10,Co may
3/13/2020,34.4,25.6,29.4,32.3,22.6,68.1,0,0,0,19.9,151,1012.8,40.3,10.3,10,Co may
3/14/2020,34,26.9,29.4,32.1,21.9,65.8,0,0,0,20.1,139.6,1011.9,45.4,10.4,10,Co may
3/15/2020,36.4,26.4,30.4,32.1,20.1,56.3,0,0,0,21.9,137.8,1011.7,28.5,10.3,10,Co may
3/16/2020,36.6,25.6,30.1,31.4,19.7,56.5,0,0,0,20.5,112.1,1012.2,31.6,10.1,10,Co may
3/17/2020,35.9,26.4,30.1,31.9,20.2,57.4,0,0,0,17.4,127.8,1012.6,38.3,10.1,10,Co may
3/18/2020,34.9,26,29.6,31.8,21.6,64.8,0,0,0,20,143.8,1011.5,35,10.2,10,Co may
3/19/2020,34.6,26.9,29.6,32,21.5,64.4,0,0,0,19.2,146.9,1011.5,40.5,10.3,10,Co may
3/20/2020,34.3,26,29.4,30.7,20.1,60.5,0.3,100,12.5,22,144.4,1012.3,31.3,10.3,9,"Mua, Co may"
3/21/2020,34.8,26,29.3,31.3,22.1,68.2,1.7,100,20.83,20.7,139.3,1012.5,44.3,10.3,10,"Mua, Co may"
3/22/2020,34,26,29.2,31.8,22.5,69.1,0,0,0,18.9,142.8,1011.8,47.9,10.2,10,Co may
3/23/2020,34,26.9,29.3,32.1,22.3,68.2,0.9,100,29.17,21.6,145.9,1011.2,41.6,10.3,9,"Mua, Co may"
3/24/2020,34,26,29.2,31,21.4,65.4,0,0,0,18.2,140.4,1010.5,31.7,10.3,9,Co may
3/25/2020,34.8,26.9,29.7,33,22.7,68,0,0,0,22.3,136.9,1009.4,41.8,10.3,10,Co may
3/26/2020,34.4,26.9,29.7,32.6,22.3,66.9,0,0,0,22.6,140.4,1010.5,31.6,10.3,10,Co may
3/27/2020,34,26,29.3,32.5,22.8,69.7,0,0,0,18.4,145.3,1011.3,45,10.3,9,Co may
3/28/2020,33,26.9,29.3,32.6,22.8,69.3,0,0,0,14.8,154.9,1010.3,48.1,10.3,9,Co may
3/29/2020,35.2,27,29.9,32.6,21.9,65.2,0,0,0,19.2,145.7,1009.7,32.4,10.3,10,Co may
3/30/2020,35,26.9,30,33.9,23.3,69.7,0,0,0,16.2,147.6,1010,46.7,10.3,10,Co may
3/31/2020,35.4,27,30.2,34.4,23.5,69.6,0,0,0,18,146.8,1010.4,58.3,10.3,10,Co may
4/1/2020,35,27.4,30.5,35,23.7,68.8,0,0,0,20.5,145.8,1010,40.5,10.3,9,Co may
4/2/2020,35.6,27,30.6,33.7,21.9,62.4,0.1,100,4.17,22.3,136.4,1010.6,42.6,10.3,10,"Mua, Co may"
4/3/2020,36.7,27.5,31,33.7,21.1,58.4,0,0,0,22.9,134.2,1010.9,29.9,10.3,10,Co may
4/4/2020,35.8,27.4,30.9,34.5,22.4,62.5,0,0,0,21.6,127.7,1010.9,33.7,10.3,10,Co may
4/5/2020,37.6,27,31.3,33.7,20.5,56,0,0,0,24.1,125.8,1011.3,27.4,10.3,10,Co may
4/6/2020,35,27.4,30.5,34.2,22.6,64.7,0,0,0,19.6,139.5,1010.8,43.3,10.3,9,Co may
4/7/2020,33.6,27.9,30,33.9,23,67.1,0.5,100,16.67,22.3,150.4,1010.6,41.2,10.3,9,"Mua, Co may"
4/8/2020,34.2,27.4,29.7,34.7,24.2,73.2,0.1,100,4.17,18.4,142,1011.1,65.3,10.2,8,"Mua, Co may"
4/9/2020,34.9,26.4,29.6,34.1,24.2,74.8,0.5,100,20.83,22,110.5,1011.6,64.1,9.2,5,"Mua, Co may"
4/10/2020,34.5,26.9,29.3,34,24.3,75.8,0,0,0,17.8,123.7,1012.4,48.5,9.8,8,Co may
4/11/2020,33,27,29.7,34.1,23.8,71.4,0,0,0,17.3,140.1,1012.1,43,10.3,10,Co may
4/12/2020,33.9,27.9,29.8,35,24.4,73.7,0.6,100,4.17,20,133,1010.8,47.8,10,9,"Mua, Co may"
4/13/2020,31,26,28.2,31.2,24.4,81.2,9.6,100,45.83,14.8,143.3,1011.1,59.3,8.8,7,"Mua, Co may"
4/14/2020,34.4,26,28.7,31.4,23.9,78,1.9,100,50,21.8,128,1011.5,57.9,7.3,10,"Mua, Co may"
4/15/2020,34.2,25,29,31.8,23.3,73.7,1.6,100,33.33,16.6,185.4,1011.4,56.4,8.6,8,"Mua, Co may"
4/16/2020,34.6,26,30,33.1,22.4,65.4,0.3,100,12.5,19.6,129,1010.6,45.2,9.7,5,"Mua, Co may"
4/17/2020,34.8,27,30.2,34.4,23.4,68.6,0.4,100,16.67,23.1,138.6,1010.9,41.5,10.3,9,"Mua, Co may"
4/18/2020,35,26,30,33.9,23.7,71,0,0,0,15.7,130,1011.8,42,10.2,10,Co may
4/19/2020,35.3,27.4,30.5,35.7,24.2,70.5,0,0,0,17.7,155.3,1010.8,41.2,10.3,8,Co may
4/20/2020,35.6,27.9,30.7,35.6,23.9,69,0,0,0,19.6,142.6,1010.8,38.4,10.3,10,Co may
4/21/2020,36.4,27,30.8,35.7,23.9,68.7,0,0,0,21.6,135.2,1009.8,37.7,10.3,7,Co may
4/22/2020,34.9,27,30.9,36.8,24.7,71.5,0,0,0,17.7,142.7,1009.7,52.4,10.3,6,Co may
4/23/2020,37,28.9,31.9,37.2,23.8,64.4,0,0,0,22.3,137.3,1009.7,51,10.3,5,Co may
4/24/2020,36.7,28,30.5,35.2,23.6,67.8,17,100,4.17,17.8,141.4,1009.8,44.9,10,4,"Mua, Co may"
4/25/2020,36.6,26,29.1,31.2,23.2,73.4,0.1,100,4.17,26.4,150.9,1010,45.7,9.8,7,"Mua, Co may"
4/26/2020,35,25,28.5,30.2,23.6,77.6,9.2,100,4.17,20.8,166,1010.6,50.6,9.8,7,"Mua, Co may"
4/27/2020,35,25,28.8,31.3,23.4,75.4,0.1,100,4.17,25.5,179.1,1011,48.4,8.4,8,"Mua, Co may"
4/28/2020,36,25.6,29.6,32.5,23.1,70.7,0.4,100,16.67,14.1,159.8,1010.7,51.8,9.6,6,"Mua, Co may"
4/29/2020,36.4,26,30.9,33.3,21.1,58.5,0,0,0,20.5,113.8,1009.9,47.4,10.3,10,Co may
4/30/2020,36.3,26.6,31.1,34,21.7,59.2,0.4,100,16.67,22.7,130.1,1010.3,40,10.3,10,"Mua, Co may"
5/1/2020,36.2,27,30.8,34.1,21.9,61.4,0,0,0,22.3,131.1,1009.2,34.5,10.3,10,Co may
5/2/2020,34.4,28,30.5,34.6,22.9,65.4,0,0,0,18.4,144.5,1008.7,46.7,10,10,Co may
5/3/2020,35.2,27.6,30.9,36.5,24.4,69.7,0,0,0,19.3,142.4,1008.9,50.2,10.1,8,Co may
5/4/2020,34.9,28.4,30.9,37.1,24.8,71.3,1.6,100,45.83,15.8,147.4,1009.4,47.5,10.2,9,"Mua, Co may"
5/5/2020,36.4,29,31.3,37.5,24.7,69.6,0.1,100,4.17,17.3,183.5,1008.6,58.7,10.1,9,"Mua, Co may"
5/6/2020,36,29,31.6,37.4,24.2,67.2,0,0,0,15.5,162.5,1008.4,56.2,10.3,6,Co may
5/7/2020,35.4,28.8,31.5,38,24.8,69,0,0,0,18.9,147.8,1007.9,49.6,10.3,9,Co may
5/8/2020,36,29,31.5,38.1,25,70.1,1.3,100,41.67,17.7,169.6,1008.1,55.7,9.7,8,"Mua, Co may"
5/9/2020,36.6,28.9,31.9,38.4,24.7,67.8,0,0,0,18.4,161.4,1008.7,56.7,10.3,9,Co may
5/10/2020,36.3,29,31.8,37.9,24.4,67,0,0,0,19.6,157.8,1008.8,53.5,10.3,8,Co may
5/11/2020,35.6,29.9,31.9,37.6,23.9,64.2,0,0,0,14.8,156.1,1009.4,61.7,10.3,9,Co may
5/12/2020,36.6,28.9,31.9,37.3,23.7,64.3,0,0,0,17.6,140.1,1008.9,53.1,10.3,9,Co may
5/13/2020,36.6,28.9,31.8,38,24.5,67,0,0,0,20.3,140.9,1008.9,44.4,10.3,9,Co may
5/14/2020,37,29,31.9,37.9,24.2,65.6,0,0,0,21.3,123.2,1008.5,51.8,10.3,8,Co may
5/15/2020,36,29,31.5,38,24.8,69.2,0.1,100,4.17,16.6,143.2,1006.6,49.6,10.3,7,"Mua, Co may"
5/16/2020,35.6,25.4,30.6,37.1,25.5,75.9,1.2,100,8.33,14,168.6,1006.1,57.2,9.4,6,"Mua, Co may"
5/17/2020,35.6,29,31.2,37,24.4,68.7,6.8,100,54.17,18.9,189.3,1006.2,47.5,10.3,5,"Mua, Co may"
5/18/2020,36.6,28.4,31.8,38.2,24.7,68,0,0,0,22,213,1006.2,49.8,10.3,6,Co may
5/19/2020,37.2,26.4,30.5,35.8,24.5,73.1,0.9,100,4.17,26.6,217.6,1006.6,55.7,9.8,5,"Mua, Co may"
5/20/2020,33,27,28.9,35.4,26.1,85,1.6,100,8.33,16.2,200.9,1007.6,55.3,9.7,6,"Mua, Co may"
5/21/2020,36,26.4,31,37.3,25.2,73.2,0,0,0,17.6,215,1007.7,51.9,10.1,5,Co may
5/22/2020,35.6,28.4,30.7,38.4,26,76.9,7,100,4.17,14,200.4,1007.3,53.8,9.8,4,"Mua, Co may"
5/23/2020,33,27.1,29.7,36.8,26,81.4,0.1,100,4.17,16.9,222.1,1008.5,54.3,9.4,5,"Mua, Co may"
5/24/2020,34.9,26.6,30,35.1,24.8,75.7,33.3,100,66.67,22.3,247.5,1009.9,54.6,9.7,5,"Mua, Co may"
5/25/2020,35,26,28.5,32.8,25.5,85.8,21,100,8.33,22.3,174.8,1011.1,52.7,8.7,7,"Mua, Co may"
5/26/2020,36,26,31.1,36.9,25,72.7,0.1,100,4.17,17.1,209.8,1010.6,44.8,9.2,7,"Mua, Co may"
5/27/2020,35.4,24.4,30,35.3,24.9,76.6,1.1,100,41.67,22.8,238.4,1010.2,52.4,9.3,5,"Mua, Co may"
5/28/2020,34,27,29,35.2,26,84.5,2,100,4.17,16.2,196.1,1009.9,63.5,8.7,4,"Mua, Co may"
5/29/2020,34.4,26.3,29.3,34.8,25.6,82.4,2.7,100,41.67,18.1,172.8,1010.5,56.7,9.7,7,"Mua, Co may"
5/30/2020,34,25.2,28,30.8,25.5,88.4,11,100,12.5,9.7,178.1,1011.5,52.7,8.9,5,"Mua, Co may"
5/31/2020,33.4,26,29.5,34.5,25.5,80.4,0.1,100,4.17,13.4,134.8,1011.4,43.7,9.3,7,"Mua, Co may"
6/1/2020,35,24.4,29.6,34.7,24.8,77,14.7,100,66.67,19.2,192.8,1010.7,60.1,9.4,6,"Mua, Co may"
6/2/2020,33,24,27.5,30.2,24.4,84.3,0.3,100,8.33,23.7,187,1010.5,55.8,9.2,5,"Mua, Co may"
6/3/2020,34.6,25.9,28.4,31.1,24.7,82.8,8,100,66.67,20.5,197.3,1009.1,50.9,9.2,7,"Mua, Co may"
6/4/2020,33,25,27.7,30.5,25.3,87.8,4,100,4.17,16.1,236.3,1009.1,54,9.1,5,"Mua, Co may"
6/5/2020,33.5,25,28.4,32.1,24.9,82.6,5.9,100,66.67,13.6,212.7,1009.4,51.7,8.5,5,"Mua, Co may"
6/6/2020,32,26,28.6,33.8,25.4,83.6,1,100,4.17,14.4,246.3,1009.3,50.9,10,5,"Mua, Co may"
6/7/2020,35.4,26.6,30.1,34.9,24.5,74.4,15,100,4.17,17.8,213.4,1008.5,47.3,9.5,6,"Mua, Co may"
6/8/2020,35,26,30.7,36.4,24.9,73.3,12.1,100,54.17,17.6,255.7,1007.6,46.6,10.2,7,"Mua, Co may"
6/9/2020,34,24.8,29.7,35.2,25,77.3,3.1,100,54.17,17.1,223.7,1008.1,52.7,9.9,7,"Mua, Co may"
6/10/2020,32,25,27.4,30.4,25.3,88.9,7.3,100,4.17,23.4,210.5,1008.8,63.7,8.2,4,"Mua, Co may"
6/11/2020,32.3,25,28.8,33,25,81.4,0.1,100,4.17,13.7,226.5,1007.7,60.3,8.6,5,"Mua, Co may"
6/12/2020,33.6,25,29.7,34.4,24.8,76.6,6.8,100,58.33,20,261.6,1005.7,49.8,9.9,5,"Mua, Co may"
6/13/2020,35,25,28.4,32,25,83.7,10.3,100,4.17,24.2,243.5,1005.7,59.9,9.2,6,"Mua, Co may"
6/14/2020,31.4,25.4,26.9,28.5,25.4,91.8,78.7,100,12.5,15.8,206.2,1008.1,60.3,8.6,4,"Mua, Co may"
6/15/2020,32.6,25,27.5,30.7,25.4,89.2,6,100,8.33,15.9,193.8,1009.8,59,8.4,4,"Mua, Co may"
6/16/2020,33.4,24,28.1,31.2,25.4,86.7,1.3,100,8.33,24.2,194.7,1009.8,61,8.5,6,"Mua, Co may"
6/17/2020,33.9,25,27.7,31.2,25.4,88.2,0.5,100,4.17,22,196,1009.1,48.8,8,6,"Mua, Co may"
6/18/2020,34.5,26,30,34.3,24.5,74.7,8,100,66.67,15.8,230.6,1008.5,44.8,9.7,5,"Mua, Co may"
6/19/2020,34,27,29.8,35.9,25.4,78.1,1,100,4.17,12.5,260.3,1008.4,54,9.4,4,"Mua, Co may"
6/20/2020,34.1,26,29.7,35.4,25.3,78.3,0.1,100,4.17,14.7,190,1008.2,64.8,9.6,4,"Mua, Co may"
6/21/2020,32.2,25.5,27.5,30.9,25.5,89.5,10.1,100,8.33,23.5,235.3,1007.4,61.5,9.1,5,"Mua, Co may"
6/22/2020,34,25,28.9,32.6,24.6,79.7,3.6,100,54.17,20.3,183.5,1007.4,54.5,9.6,5,"Mua, Co may"
6/23/2020,35,26,30.2,35.3,24.6,73.8,0.1,100,4.17,11.2,234.4,1008.1,58,9.7,7,"Mua, Co may"
6/24/2020,34.5,24.6,29.2,34.1,24.8,78.5,2.5,100,54.17,19.6,229.8,1008.1,53.3,9.3,4,"Mua, Co may"
6/25/2020,31.1,25,26.9,29.4,25.3,91.4,3,100,8.33,16.1,220.8,1008.2,57.1,7.8,5,"Mua, Co may"
6/26/2020,33.5,25,28,31,24.6,82.9,15.6,100,66.67,15.5,214.8,1008.1,55.5,8.1,5,"Mua, Co may"
6/27/2020,33,25,28.8,32.6,24.4,78.3,3.8,100,58.33,16.9,219.5,1008.1,57,9.6,6,"Mua, Co may"
6/28/2020,32,25,27.4,30.7,24.8,86.3,21.6,100,12.5,23.8,216.6,1008.4,63.5,8.7,7,"Mua, Co may"
6/29/2020,30,24.4,26,26.9,24.5,91.8,26,100,8.33,28.2,197.6,1008.8,62.6,8.6,4,"Mua, Co may"
6/30/2020,31,25,26.9,29.5,25,89.7,0.5,100,4.17,17.8,194.1,1008.4,57,7.8,6,"Mua, Co may"
7/1/2020,32,25,27.7,30.8,24.8,85.1,6.3,100,4.17,19.2,203.5,1007.5,51.5,8.1,6,"Mua, Co may"
7/2/2020,32.4,24.4,28,31.2,24.4,82.2,19.2,100,4.17,25,244.9,1007,56.7,9.8,7,"Mua, Co may"
7/3/2020,29.4,25,27.1,29.8,24.5,85.9,5.1,100,12.5,18.9,220.9,1009,58.4,9.4,6,"Mua, Co may"
7/4/2020,32.2,26,28.7,31.3,23.5,75.1,2.7,100,54.17,13,274.8,1009.3,47.8,9.6,7,"Mua, Co may"
7/5/2020,32.6,24.8,28,31.4,25,84.9,19,100,8.33,12.2,235.7,1007.2,54.9,9.2,6,"Mua, Co may"
7/6/2020,30,26,28,32.8,25.4,86,13,100,8.33,13,166.7,1007.2,50.4,9.3,7,"Mua, Co may"
7/7/2020,33,27,29.6,35.3,25.3,78.6,0.7,100,12.5,17.3,160.4,1009.2,54.1,9.7,4,"Mua, Co may"
7/8/2020,31.4,23.6,27,29.2,25,89.5,41,100,4.17,19.2,164.7,1009.3,50.8,8.1,5,"Mua, Co may"
7/9/2020,34,24.4,29.1,33.1,24.3,77.1,4.6,100,50,18.4,248.6,1007.2,45.4,8.5,5,"Mua, Co may"
7/10/2020,33.4,27,29,34.1,25,80.1,7.1,100,54.17,18.4,234.4,1008.1,50.9,10.3,5,"Mua, Co may"
7/11/2020,33.9,26,29.3,33.7,24.9,78.6,2.9,100,45.83,17.6,202.5,1007.9,58.5,9.6,5,"Mua, Co may"
7/12/2020,33.6,25.1,28.5,31.5,24.4,80.1,1.9,100,29.17,14.4,254.8,1007.5,57.1,10.3,8,"Mua, Co may"
7/13/2020,31.6,25,27.3,30.5,25.4,89.7,8.1,100,8.33,27.7,202,1007.8,58.9,9.2,7,"Mua, Co may"
