Ngay,NhietDoToiDa,NhietDoToiThieu,NhietDo,NhietDoCamGiac,SuongMu,DoAm,Mua,XacSuatMua,LuongMua,TocDoGio,HuongGio,ApSuat,MayBaoPhu,TamNhin,ChiSoUV,KetLuan
1/20/2021,31.1,22,26.6,26.9,19.1,65.9,0,0,0,13,243,1011.6,34.2,7.4,7,Co may
1/21/2021,32,24,27.2,27.9,21.5,74.2,0,0,0,12.8,230.4,1010.8,44.1,8.3,7,Co may
1/22/2021,29.9,24,26.2,27.3,23,83.3,0,0,0,13,212.4,1010.5,74.5,8.3,8,Co may
1/23/2021,32,24,27,28.3,22.4,78,0,0,0,21.6,153.6,1010.7,74.6,9,4,Co may
1/24/2021,31,24,27,28.2,21.8,74.4,0,0,0,18.4,155.8,1011.4,58.9,9.5,8,Co may
1/25/2021,32,23.9,26.9,28.3,22.2,76.9,0,0,0,20.5,132.2,1010.9,50.9,8.5,8,Co may
1/26/2021,33,25,27.9,29.3,21.2,68.6,0.3,100,4.17,17.3,117.1,1010.2,48.4,8.7,9,"Mua, Co may"
1/27/2021,33,24,27.6,29.1,21.3,69.9,0,0,0,16.6,153.7,1010.2,31.6,9.2,9,Co may
1/28/2021,33,24,27.1,28.4,21.4,72.4,0,0,0,17.7,143.9,1011.6,48.2,8.9,9,Co may
1/29/2021,33,23,27,27.1,17.6,58.6,0,0,0,14.8,129.6,1012.1,35.7,9.7,9,Co may
1/30/2021,31,21,26,26.4,18.3,63.5,0,0,0,11.1,167.7,1012.4,39.6,7.8,9,Co may
1/31/2021,34,24,27.2,27.7,19.9,66.8,0,0,0,20.5,182.6,1012.6,58.5,8.3,8,Co may
2/1/2021,33,24,27.1,28,20.8,70.6,0,0,0,19.9,137.8,1012.8,38.4,8.6,8,Co may
2/2/2021,33,23,26.7,27.1,19,65.4,0,0,0,17.7,176.9,1013,31.2,9.6,9,Co may
2/3/2021,31,23,26.6,27.1,19.6,67.3,0,0,0,16.6,174,1012.6,37.1,8.9,9,Co may
2/4/2021,33,22,27.2,28,19,63.1,0,0,0,14.8,169.3,1012.9,35.7,8.8,9,Co may
2/5/2021,32,25,27.7,29,21.6,70.8,0,0,0,18.4,244.7,1012.1,53.7,8.1,9,Co may
2/6/2021,33,24,27.4,28.6,21.1,70.4,0,0,0,16.6,181.3,1011,60.6,7.9,9,Co may
2/7/2021,31,24.1,27.3,29.1,22.6,76.6,0.5,100,20.83,18.4,216.5,1011.1,61.8,7.5,9,"Mua, Co may"
2/8/2021,32,24,26.3,27.4,23.1,83.7,40.1,100,4.17,16.6,144.6,1010.8,69.3,7.7,7,"Mua, Co may"
2/9/2021,33,24.9,28,29.4,21.9,72,0,0,0,16.6,183,1010.3,55.2,9.5,9,Co may
2/10/2021,31,25,27.8,29.7,22.6,74.4,0.7,100,20.83,14.8,162.4,1010.1,57.5,9.8,9,"Mua, Co may"
2/11/2021,29,25,26.3,27.4,23,82.8,4.4,100,75,13,183,1011.7,62.7,8.5,8,"Mua, Co may"
2/12/2021,31,24,26.4,27.1,21.3,74.8,0,0,0,20.5,184.2,,55.7,9.9,9,Co may
2/13/2021,31,23,26,26.5,20.4,73.5,0,0,0,20.5,132.3,1013.5,53.2,9.7,9,Co may
2/14/2021,30,23,25.3,25.9,20.4,75.3,0,0,0,20.5,149.9,1013.6,55.3,10,9,Co may
2/15/2021,30,21,24.9,25.4,20.3,76.8,0,0,0,18.4,141.8,1012.3,56.2,9.7,9,Co may
2/16/2021,31,22,25.5,25.9,19.9,73.2,0,0,0,24.1,151.8,1011.7,40.3,10.1,9,Co may
2/17/2021,32,22,26.4,26.5,18.4,64.3,0,0,0,16.6,141.3,1012.7,25.6,10.3,10,Co may
2/18/2021,31.1,21,26.2,26.4,17.8,62.5,0,0,0,12.1,200.1,1014.1,37,10.1,10,Co may
2/19/2021,33,21,26.7,26.8,16.1,53.8,0,0,0,18.4,138.3,1014.1,26.8,10.2,10,Co may
2/20/2021,33,22,26.8,26.6,15.9,54.7,0,0,0,16.6,98.7,1013.8,27,10.1,10,Co may
2/21/2021,33,21.8,26.2,26.2,17.6,62.9,0,0,0,18.4,149.3,1013,36.8,10.3,10,Co may
2/22/2021,31,22.9,25.9,26.2,19.1,68,0,0,0,20.5,168.4,1012.2,40.7,10.1,10,Co may
2/23/2021,32,22,26.1,26.5,19.8,70.8,0,0,0,22.3,162,1011.2,34.4,9.8,9,Co may
2/24/2021,32,23.9,26.6,27.5,21.1,73,0,0,0,20.5,176.3,1010.3,47.8,10.3,9,Co may
2/25/2021,32,23,27.1,28.4,21.6,72.9,0,0,0,14.8,218,1008.8,37.5,10.3,10,Co may
2/26/2021,33,25,27.7,29.6,22.9,76.5,0,0,0,16.6,174.1,1007.7,38.8,9.4,9,Co may
2/27/2021,33,26,28.1,30.4,23,74.5,0,0,0,16.6,157.3,1008.3,43.6,9.7,9,Co may
2/28/2021,34,25,28.5,30.3,22,69.7,0.2,100,4.17,22.3,134,1009.9,37.5,10.1,10,"Mua, Co may"
3/1/2021,34,25,28.8,31.1,22.4,70.1,0,0,0,20.5,140.4,1011.6,25.5,10.3,10,Co may
3/2/2021,34,25,28.6,30.9,22.6,71.6,0,0,0,20.5,135.6,1011.5,30.7,10.3,9,Co may
3/3/2021,34,25,28.9,30.5,21.6,67.1,0,0,0,18.4,119.5,1011.1,47.1,10.3,10,Co may
3/4/2021,36,25,29.3,30.5,20.3,60.8,0,0,0,22.3,122.9,1011.6,32.5,10.3,10,Co may
3/5/2021,35.7,24,28.7,29.1,19,59.5,0,0,0,22.5,132.6,1011.4,22.2,10.3,10,Co may
3/6/2021,35,23,28.8,29.8,19.8,61,0,0,0,18.4,141.6,1011.9,20.6,10.1,10,Co may
3/7/2021,35,25,28.8,30.7,21.4,65.8,0,0,0,20.5,140.9,1011.1,27,10.2,10,Co may
3/8/2021,35,25,29.2,30.4,19.6,58.6,0,0,0,17.6,107.6,1011.7,36,10,10,Co may
3/9/2021,35,25,29.1,30.2,20.3,61.6,0,0,0,22.3,104.4,1011.5,51.3,10.1,9,Co may
3/10/2021,34.9,25,29.2,30.4,20.1,60.5,0,0,0,20.5,121.3,1011,40.1,10.1,10,Co may
3/11/2021,35,25,29.5,30.9,20.3,60.1,0,0,0,27.7,112,1011,34.2,10.1,9,Co may
3/12/2021,35,26,29.9,30.9,18.7,53.1,0,0,0,18.4,116.6,1011.4,41.7,10.3,10,Co may
3/13/2021,35,26,29.5,30.6,19.2,55.8,0.4,100,4.17,21.2,139.7,1011,40.9,10,10,"Mua, Co may"
3/14/2021,35,24.1,28.3,29.2,20.7,66.4,0,0,0,23.5,198.9,1009.6,30.2,9.9,10,Co may
3/15/2021,34,24.9,28.2,29.6,21.1,66.8,0,0,0,18.4,129.5,1009.3,29.5,9.7,10,Co may
3/16/2021,32,25,27.9,29.7,22.3,72.9,0,0,0,21.2,149.9,1009.1,48.7,10.2,9,Co may
3/17/2021,33,25,28,29.5,21.6,69.6,0,0,0,18.4,146,1009.1,47.8,10.1,10,Co may
3/18/2021,32,25.9,28.4,30.7,22.6,71.9,0,0,0,20.5,150.1,1008.6,44.7,10.3,10,Co may
3/19/2021,34,25.9,29.3,32.5,23.3,72,0,0,0,18.4,146.5,1007.8,40.5,10.3,10,Co may
3/20/2021,33,27,29.2,33.5,24,74.8,0,0,0,16.6,148,1006.9,59.9,10.1,8,Co may
3/21/2021,35,27,29.5,33.4,23.3,70.8,0,0,0,25.9,133.8,1007.4,50,10,8,Co may
3/22/2021,36,26,30.2,32.6,21.8,64.1,0.1,100,4.17,18.4,116.3,1009.5,41.6,9.7,10,"Mua, Co may"
3/23/2021,35,26,30,32,20.7,59.3,0,0,0,18.4,98.8,1009.4,38.4,10,10,Co may
3/24/2021,35,27,30.3,32.8,21.2,60.1,0,0,0,27.7,113.7,1008.4,52.4,10.1,10,Co may
3/25/2021,36,27,30.4,33.3,21.6,61.1,0.2,100,8.33,18.4,113,1008.5,56.8,10.1,10,"Mua, Co may"
3/26/2021,37.6,26,30.5,33.2,21.5,60.6,0,0,0,27,119,1008.3,34,10.7,10,Co may
3/27/2021,35.7,26.9,30.2,33.3,22.2,64.5,0,0,0,20.5,128.1,1008.1,34.7,10.3,9,Co may
3/28/2021,36,26,29.7,32.4,22.3,66.9,0,0,0,20.5,143.1,1007.9,47.3,10.3,10,Co may
3/29/2021,35,26.9,29.7,33.1,22.9,69,0,0,0,16,150.3,1007.2,56.8,10.3,9,Co may
3/30/2021,36,26.9,29.7,34,23.8,72.5,0,0,0,16.6,182.8,1006.2,58.6,10.2,10,Co may
3/31/2021,35,27,30.3,35.4,24.3,72.5,0,0,0,18.4,178.7,1005.4,57.9,10.1,10,Co may
4/1/2021,35,27,30.5,34.7,23.3,68.1,0,0,0,18.4,192.5,1006,51.6,10.1,9,Co may
4/2/2021,37,28,31.1,36.3,23.9,68.8,1,100,12.5,18.4,205.8,1006.6,65.4,10,10,"Mua, Co may"
4/3/2021,34,24,28.9,32.4,24.1,77.7,3,100,4.17,25.9,143.3,1007.3,59.9,9.4,9,"Mua, Co may"
4/4/2021,34,27,29.2,33.7,23.9,74.1,0.7,100,29.17,18.4,149.4,1008,44.4,10.1,6,"Mua, Co may"
4/5/2021,34,26,29.4,32.4,22.9,69.8,0.1,100,4.17,16.6,116.3,1009.4,54.7,9.7,9,"Mua, Co may"
4/6/2021,35,26,30.4,32.4,20.7,58.4,0,0,0,18.4,120.7,1009.9,47.1,10.7,9,Co may
4/7/2021,36,26,30.2,32.9,21.6,62.7,0,0,0,17.7,115.4,1010.2,43.9,10.2,10,Co may
4/8/2021,33,27,28.7,32.9,23.9,75.5,0.7,100,12.5,20.5,127.4,1009.4,51.2,9,8,"Mua, Co may"
4/9/2021,31,26.2,28.5,32.7,24.4,79.3,13,100,4.17,18.4,155.4,1009.4,66.7,8.4,8,"Mua, Co may"
4/10/2021,34,26,29.1,33.1,24.1,75.9,0.4,100,4.17,16.6,131.6,1010.6,59.2,8.7,10,"Mua, Co may"
4/11/2021,35,26.9,29.8,33.5,22.8,67.5,0,0,0,18.4,126.9,1011.5,49.5,9.6,10,Co may
4/12/2021,35,26,29.3,32.6,23.1,70.4,0.1,100,4.17,22.3,126.8,1011.6,52.4,10.1,7,"Mua, Co may"
4/13/2021,34,27,29.8,34.8,24.3,73.6,1.7,100,41.67,18.4,141.3,1010.9,53.6,10.3,6,"Mua, Co may"
4/14/2021,35,27.9,30.2,34.9,23.8,70.4,2.7,100,62.5,16.6,165.6,1010.3,55.3,10.1,9,"Mua, Co may"
4/15/2021,35,23.9,28.9,32.8,24.4,78.6,109,100,8.33,13,220.7,1009.5,64.6,8.8,3,"Mua, Co may"
4/16/2021,34,22,28.4,31.9,23.4,76.5,25,100,4.17,50,183.7,1009.8,68.1,10,9,"Mua, Co may"
4/17/2021,33,25,28.4,31.6,24.2,79.8,3.4,100,12.5,20,167.3,1010.9,61.9,9.4,9,"Mua, Co may"
4/18/2021,32,25,28.4,32.2,24.6,80.9,0.9,100,4.17,17.7,185.6,1010.8,58.5,9.4,7,"Mua, Co may"
4/19/2021,33,26,28.5,32.5,24.1,77.9,9,100,66.67,25,209.8,1009.6,55.3,10.3,7,"Mua, Co may"
4/20/2021,34,26,29.7,34.6,24.6,75.2,2,100,50,14.8,207.4,1009,52.4,10.7,8,"Mua, Co may"
4/21/2021,33,27,29.6,35.9,25.6,79.8,0.9,100,37.5,16.6,224.2,1008.8,61.2,10.3,4,"Mua, Co may"
4/22/2021,32,24,27.9,31.9,24.9,84.1,2,100,4.17,18.3,207.9,1008.9,76.3,9.4,6,"Mua, Co may"
4/23/2021,33,25,27.8,31.1,24.8,84.7,76,100,4.17,16.6,241.3,1008,64.8,9,3,"Mua, Co may"
4/24/2021,34,26,29,32.9,24.7,79.5,0.2,100,4.17,19.9,209.4,1008.2,61,9.9,6,"Mua, Co may"
4/25/2021,34,26,29.5,33.7,24.2,74.7,2.9,100,54.17,22.3,223.5,1009,54.4,10.3,6,"Mua, Co may"
4/26/2021,35,26.9,30.2,35.8,24.7,74.1,5.6,100,33.33,18.4,199.4,1008.5,57.7,10.3,6,"Mua, Co may"
4/27/2021,34,26.9,30,35.8,25,75.9,11.6,100,54.17,14.8,172.1,1009.9,64.5,9.8,6,"Mua, Co may"
4/28/2021,34,27,30.1,35.2,24.3,72.9,2.6,100,41.67,16.6,134.4,1010.9,55.6,9.7,9,"Mua, Co may"
4/29/2021,35,27.9,30.1,34.5,23.6,69.5,0,0,0,16.6,123.2,1010.2,59.8,10.3,9,Co may
4/30/2021,34.8,28,30.5,35.2,23.7,68.7,0.7,100,12.5,27.8,121.1,1010,45.4,10.3,8,"Mua, Co may"
5/1/2021,34,27.9,30.6,36.3,24.7,72.3,1.6,100,45.83,25.8,125.4,1010.1,49.9,10.3,4,"Mua, Co may"
5/2/2021,36,28,30.9,36.3,24.2,69,0.4,100,16.67,17.6,131.8,1009.6,51.7,10.3,9,"Mua, Co may"
5/3/2021,35,28,31,36,23.7,67.2,0,0,0,22.3,129.3,1007.9,52,10.3,9,Co may
5/4/2021,36,27,31.1,35.2,22.9,64.2,0,0,0,18.4,109.3,1007.2,51.9,10.2,8,Co may
5/5/2021,37,28,31.7,35.8,22.5,60.5,2,100,4.17,22.9,118.3,1007.4,46.4,10.2,5,"Mua, Co may"
5/6/2021,36,26,30.3,34.9,23.9,70.1,9.8,100,66.67,22.3,116.8,1009.2,53.8,10.1,4,"Mua, Co may"
5/7/2021,34,25,29.3,32.9,23.9,74.6,1.7,100,50,17.3,198.5,1010,53,9.9,5,"Mua, Co may"
5/8/2021,34,27,29.4,35.1,25.2,78.9,7,100,4.17,18.4,175.8,1008.7,59.4,8.6,6,"Mua, Co may"
5/9/2021,36,27.9,30.7,36.7,24.9,72.8,16.2,100,62.5,18.4,143.3,1008,54.9,10.3,5,"Mua, Co may"
5/10/2021,34,26.7,30.7,36.6,24.8,72.2,0,0,0,18.4,148.1,1007.8,56.8,10.3,8,Co may
5/11/2021,34.9,28,31,37.4,25,71.5,0.5,100,20.83,16.6,152.1,1007.4,54.3,10.3,8,"Mua, Co may"
5/12/2021,35,28,30.8,37.5,25.3,73.8,1.1,100,29.17,14.1,153.8,1006.8,61.5,10.1,7,"Mua, Co may"
5/13/2021,36,28.9,31.4,38.2,25.1,70.7,0,0,0,16,130,1006,53.5,10.3,8,Co may
5/14/2021,34,29,30.8,38.2,25.7,75.1,0.6,100,20.83,16.6,136.8,1006.5,47,10.3,6,"Mua, Co may"
5/15/2021,34,26.9,29.2,35.4,25.9,83.5,26,100,4.17,16.6,134.6,1007.3,65.5,10.1,4,"Mua, Co may"
5/16/2021,35.8,26,30.3,36,25.6,77.8,4.2,100,41.67,16.6,141.9,1007,58.8,9.2,8,"Mua, Co may"
5/17/2021,34,26.1,29.7,37.3,26.6,84.2,8.1,100,8.33,16.6,148.8,1007.7,69.4,10.1,5,"Mua, Co may"
5/18/2021,34,26,29.5,35,25.7,81.3,15,100,4.17,16.6,186,1008.3,60.3,9.8,6,"Mua, Co may"
5/19/2021,35,26.9,29.3,35.3,25.7,82.4,2.9,100,54.17,18.4,178.2,1007.6,66.9,8.9,4,"Mua, Co may"
5/20/2021,35,26,30.4,34.4,24.4,73.5,0.1,100,4.17,16.6,219.6,1007.6,54,9.3,6,"Mua, Co may"
5/21/2021,34,25,28.6,33.8,25.8,85.8,47,100,4.17,27.7,215.4,1007.7,57.5,9,4,"Mua, Co may"
5/22/2021,33,25,27.9,31.7,25.6,88.2,27.8,100,8.33,27.8,239.6,1007,71.6,8.9,5,"Mua, Co may"
5/23/2021,32,25,27.3,30.6,25.7,91.5,22,100,8.33,18.4,269.8,1006.6,76.2,8.8,4,"Mua, Co may"
5/24/2021,30,25,26.9,29.5,25.4,91.6,24.1,100,12.5,16.6,270.2,1007.3,81,9.2,3,"Mua, Co may"
5/25/2021,27.9,23,25,25.4,24.6,97.4,90.5,100,12.5,18.4,265.7,1008.2,82,7,5,"Mua, Co may"
5/26/2021,30,24,27,29.8,24.9,89,0.1,100,4.17,17,242,1007.8,71.6,9.3,4,"Mua, Co may"
5/27/2021,31,25.1,27.2,30.4,25.9,93.1,3,100,4.17,22.3,204.9,1008.2,73.2,8,6,"Mua, Co may"
5/28/2021,33,25.9,29,33.9,25.6,83,0.2,100,4.17,11.2,215.5,1009.5,53.8,10,6,"Mua, Co may"
5/29/2021,34,26,29.2,34.5,25.6,82.6,0,0,0,16.6,227,1009.4,56.7,10,6,Co may
5/30/2021,35,26,30.4,36.6,25.4,76.7,0.8,100,33.33,11.5,244.7,1007.7,52.5,10.2,7,"Mua, Co may"
5/31/2021,34,27,30.7,38.5,26.3,78.6,0,0,0,18.4,266,1006.4,52.7,10.3,7,Co may
6/1/2021,34,28,29.9,37.6,26.5,82.8,9,100,4.17,14.8,245.4,1006.8,58.6,10.1,6,"Mua, Co may"
6/2/2021,34,24,28.7,35,26.3,87.7,4,100,4.17,27.7,235.6,1007.3,66.3,9,6,"Mua, Co may"
6/3/2021,35,26,30.4,37.1,25.9,78.7,0.1,100,4.17,13,216.3,1007.9,56.7,9.7,7,"Mua, Co may"
6/4/2021,35,27,31,38.2,25.9,76.3,0.1,100,4.17,14.8,251.2,1007.7,48.2,9.9,6,"Mua, Co may"
6/5/2021,35,27,30.1,36.8,25.7,78.9,6.4,100,8.33,19.3,245.5,1007.9,57.7,10,5,"Mua, Co may"
6/6/2021,32.9,26.9,28.5,34.2,25.8,85.7,4.9,100,66.67,35.3,250.1,1007.9,59.4,10,5,"Mua, Co may"
6/7/2021,32.7,24.6,28.1,32.4,25.6,86.9,2.1,100,4.17,34.4,237.2,1008.4,74.6,10,5,"Mua, Co may"
6/8/2021,29,24,26.5,28.4,24.8,90.5,12,100,8.33,20.6,239.1,1009.5,77,9.5,4,"Mua, Co may"
6/9/2021,32,25,27.9,31.8,25.1,85.6,12,100,66.67,29.5,212.7,1008.2,76.1,9.1,5,"Mua, Co may"
6/10/2021,32,25.9,27.8,31.2,25,85.4,0.1,100,4.17,26.8,262.5,1007,69.7,9.6,5,"Mua, Co may"
6/11/2021,32.1,25,28.1,31.1,24.8,83.6,0.2,100,8.33,24.1,274,1005.8,71.1,9.5,5,"Mua, Co may"
6/12/2021,32,25,27.9,30.7,24,80.6,1.1,100,8.33,31.7,260.4,1007.5,76.3,10,5,"Mua, Co may"
6/13/2021,32,26,28.8,33.4,24.8,79.7,15.3,100,54.17,24.5,247.6,1008.3,59.6,10.2,8,"Mua, Co may"
6/14/2021,34,26.9,29.2,34.1,24.8,78.8,0.1,100,4.17,22.3,250.5,1008.3,63.7,10.2,9,"Mua, Co may"
6/15/2021,32.1,25,27.6,31.2,25.7,89.9,20.4,100,4.17,24.2,235.8,1007.8,71.6,9.4,6,"Mua, Co may"
6/16/2021,33,26,29,34.2,25.8,83.6,0.1,100,4.17,18.4,273.9,1009.2,61.6,9.9,8,"Mua, Co may"
6/17/2021,35,25,29.7,34.6,25.1,78.6,1.3,100,41.67,17.7,234.1,1009.5,59.9,9.9,7,"Mua, Co may"
6/18/2021,34,26,29.8,34.4,25.1,78.2,0.1,100,4.17,19.3,219.2,1009.9,43.7,10.3,5,"Mua, Co may"
6/19/2021,34,27,29.7,36.7,26.2,82.5,0.7,100,12.5,20.5,246.9,1009.2,58.1,10.3,5,"Mua, Co may"
6/20/2021,35,26,29.8,35.3,25.3,78.9,2.6,100,50,18.4,256,1007.8,54.6,10.3,6,"Mua, Co may"
6/21/2021,32,25,28.6,33.6,25.4,83.3,3.6,100,45.83,25.9,235.1,1007.5,46.6,10.3,5,"Mua, Co may"
6/22/2021,32,25.5,28,32.9,25.8,88.3,9.7,100,66.67,30.4,234.3,1008.7,52.7,10,7,"Mua, Co may"
6/23/2021,32,25,28,31.9,25.4,86.6,1.7,100,54.17,33.7,240.1,1009.2,57.8,10.3,6,"Mua, Co may"
6/24/2021,33,25.9,29.3,34.3,25.4,80.5,0,0,0,18.4,246.1,1008,51.4,10.3,6,Co may
6/25/2021,34,26.2,29,34.6,25.7,83.7,21,100,4.17,20.5,215.9,1007.6,49.7,10.2,6,"Mua, Co may"
6/26/2021,33,26.9,29.6,36,25.9,81.5,10,100,4.17,14.8,198.7,1008.9,50.4,10.2,5,"Mua, Co may"
6/27/2021,35,27,30.4,36,24.8,74.1,0,0,0,14.8,227.7,1009.8,44.8,10.3,7,Co may
6/28/2021,35,27,30.4,36.4,25.1,75.3,0,0,0,25.9,244.4,1008.8,51.7,10.3,6,Co may
6/29/2021,35,27,30.1,36.3,25.5,78,0.3,100,12.5,18,224.5,1008.1,55.5,10.3,5,"Mua, Co may"
6/30/2021,33.9,27,29.6,36.5,26.1,82.8,2.3,100,4.17,18.4,234.7,1008.4,55.8,10.3,5,"Mua, Co may"
7/1/2021,35,26.9,30.3,35.7,24.8,75.1,1.3,100,54.17,17,234.7,1008.4,48.8,10.3,7,"Mua, Co may"
7/2/2021,35,27.8,30.9,37.1,24.9,72.2,0,0,0,18.4,238,1008.6,49.1,10.3,6,Co may
7/3/2021,36,27,30.6,37.1,25.4,75.7,0.8,100,33.33,14.8,257.8,1007,46,10.2,6,"Mua, Co may"
7/4/2021,32.1,26.8,28.9,36,26.4,86.7,63.1,100,8.33,24.1,225.2,1006.4,50.8,10.1,4,"Mua, Co may"
7/5/2021,31,25,27.5,32,26.2,92.8,9,100,4.17,22.3,252.5,1005.9,68.6,9.3,5,"Mua, Co may"
7/6/2021,31,25,27.4,31,25.6,90.2,8,100,4.17,33.5,187.5,1005.8,64.4,9.2,3,"Mua, Co may"
7/7/2021,34,25,27.8,30.2,24.9,85.6,3.2,100,8.33,36.6,241.2,1007.1,66.7,9.9,3,"Mua, Co may"
7/8/2021,31,25,27.2,30.4,25.2,89.1,0.5,100,8.33,18.4,232.4,1007.6,61.5,10,4,"Mua, Co may"
7/9/2021,31,25,27.9,30.8,24.4,82.6,15.4,100,66.67,22.3,214.5,1007.3,58.9,10.2,4,"Mua, Co may"
7/10/2021,33,26,29.4,33.7,24.5,76.4,1.9,100,45.83,14.8,167.5,1007.3,58.6,10.3,8,"Mua, Co may"
7/11/2021,35,27,30.1,35.2,24.4,72.9,0.5,100,12.5,18.4,168.7,1008.6,54.3,10.3,7,"Mua, Co may"
7/12/2021,35,26,29.5,34.4,24.7,76.9,1.2,100,45.83,22.3,176.1,1008.6,53,10.1,5,"Mua, Co may"
7/13/2021,34,25,29.2,33.2,24.4,77.5,7.5,100,66.67,14.8,199.6,1007.6,58.7,9.6,5,"Mua, Co may"
7/14/2021,33,25,27.8,30.9,25,85.8,4,100,8.33,14.8,212.6,1007,58.9,9.4,6,"Mua, Co may"
7/15/2021,32,25,27.2,29.2,24.8,88.2,30.8,100,8.33,20.9,241.3,1008.2,76.5,8.6,6,"Mua, Co may"
7/16/2021,34,24.1,28.7,32.2,24.1,78,4,100,4.17,18.4,265.3,1009.4,51.8,10.1,7,"Mua, Co may"
7/17/2021,33,26,29.3,33.1,24.5,77.1,1.2,100,12.5,24.1,276.1,1007.5,50.5,10.3,8,"Mua, Co may"
7/18/2021,33,25.9,28.5,32.5,24.8,81.6,11.1,100,8.33,35.3,242.9,1006.3,67.1,10,6,"Mua, Co may"
7/19/2021,32.9,22.2,26.4,27.9,23.5,85.6,0.1,100,4.17,35.4,244.2,1007.6,79.5,9.2,5,"Mua, Co may"
7/20/2021,33,24.9,27.4,30.5,23.9,81.6,2.4,100,8.33,24.1,240.3,1008.7,54.2,10,9,"Mua, Co may"
7/21/2021,31,25.9,27.7,31,24.8,85,5,100,4.17,31.7,249.5,1008.1,69.7,9.8,6,"Mua, Co may"
7/22/2021,32,23,27.3,30.9,25,87.3,26,100,4.17,25.1,242.8,1007.7,68.5,9.6,6,"Mua, Co may"
7/23/2021,30,23.2,27.1,31,25.9,93.2,11,100,4.17,37.1,248.7,1006.9,76.3,9.9,7,"Mua, Co may"
7/24/2021,33,27,29.4,35.5,25.8,82.3,1.8,100,50,31.7,255.2,1006.6,68.8,10.1,6,"Mua, Co may"
7/25/2021,32,24,27.6,30.7,24.9,86,19.5,100,12.5,30.1,252.7,1007.6,71.4,9.7,6,"Mua, Co may"
7/26/2021,33,26,28.9,33.3,25.1,81.1,0.1,100,4.17,31.7,250.6,1006.8,58.5,10.2,8,"Mua, Co may"
7/27/2021,32.9,25,27.7,31.4,25.7,88.9,11.9,100,50,40.7,253.7,1006.1,48.9,9.9,8,"Mua, Co may"
7/28/2021,31,25,27.3,30.5,25.1,88.1,15.1,100,66.67,38.9,259.5,1005.8,65.1,10,6,"Mua, Co may"
7/29/2021,32,24.9,26.9,29.7,25.5,92.8,19,100,4.17,27.7,250.9,1006.9,76.4,9,7,"Mua, Co may"
7/30/2021,32,25,28.2,32.6,25.4,85.6,0.1,100,4.17,24.1,253,1007.8,69.5,10.1,6,"Mua, Co may"
7/31/2021,33,26,29.5,35.5,25.6,80.6,2.7,100,62.5,24.5,251.7,1007.7,58.7,10.3,8,"Mua, Co may"
8/1/2021,34,26,28.7,33.6,25.5,83.7,5.8,100,66.67,29.5,252.8,1006.4,66.4,10,9,"Mua, Co may"
8/2/2021,31.9,26,28.7,34.1,25.7,84.6,6.8,100,66.67,29.5,248.9,1006.9,65.3,10.3,6,"Mua, Co may"
8/3/2021,32.1,27,29.2,35,25.4,80.8,2.3,100,66.67,33.7,250.3,1007.7,57.3,10.3,5,"Mua, Co may"
