Ngay,NhietDoToiDa,NhietDoToiThieu,NhietDo,NhietDoCamGiac,SuongMu,DoAm,Mua,XacSuatMua,LuongMua,TocDoGio,HuongGio,ApSuat,MayBaoPhu,TamNhin,ChiSoUV,KetLuan
2/14/2022,34.9,25.9,29.2,31.2,21.7,66,0.4,100,8.33,18.4,115.4,1007.8,51.8,9.9,8,"Mua, Co may"
2/15/2022,34,25,28.9,30.3,21.3,66.1,0.1,100,4.17,27.7,133.5,1008.6,49.7,9.8,8,"Mua, Co may"
2/16/2022,34,26,29.1,30.7,20.8,62.6,0,0,0,20.9,130.6,1008,52.8,10.3,8,Co may
2/17/2022,33,25.9,28.6,30.5,21.9,68.5,0,0,0,24.1,145.8,1007.9,40.1,10.3,9,Co may
2/18/2022,34,25.9,29,31,22,67.8,0,0,0,18.4,146.1,1008.7,32.4,10.1,9,Co may
2/19/2022,32,25.9,28.7,30.9,22.2,69.3,0.1,100,4.17,16,157.1,1010.2,51.9,10.3,9,"Mua, Co may"
2/20/2022,32,25.9,28.3,30.7,23,73.9,0.2,100,8.33,19.3,142.7,1009.8,62.3,10.1,5,"Mua, Co may"
2/21/2022,33.8,25,27.7,29.2,22.4,74.1,9.1,100,12.5,14.8,161.4,1010.5,51.2,10,9,"Mua, Co may"
2/22/2022,32,25,26.6,27.7,23.3,83,16.1,100,33.33,22.3,213.4,1011.8,62,8.6,8,"Mua, Co may"
2/23/2022,33,24,27.6,29.3,22.3,75.1,0.9,100,4.17,14.8,131.7,1012.3,61.8,9,9,"Mua, Co may"
2/24/2022,32,24,27.7,28.2,19.3,62.4,0,0,0,13,80.1,1012.8,74.5,9.5,9,Co may
2/25/2022,33,23,27.6,28,17.2,54.3,0.7,100,12.5,14.8,55.9,1012.7,52.1,10.3,8,"Mua, Co may"
2/26/2022,35,23,28.7,29.4,18.5,56.4,0,0,0,16.6,73.8,1012,36.7,10.3,9,Co may
2/27/2022,35,24,29,29.9,20,61.5,0,0,0,14.8,99.6,1011.7,37.9,10.2,9,Co may
2/28/2022,35,24,29.3,30.5,20.1,60.6,0,0,0,18.4,133.5,1011.1,42.5,10.2,9,Co may
3/1/2022,34,26,29.4,31,19.8,57.2,0,0,0,14.4,121.9,1011.1,49.5,10.1,7,Co may
3/2/2022,34,26,28.6,30.7,20.9,63.9,1.8,100,8.33,17.3,159.5,1010.6,63.2,9.4,7,"Mua, Co may"
3/3/2022,34,26,29.4,30.7,20.6,61.8,0,0,0,16.6,187.8,1010.3,55.2,9.5,9,Co may
3/4/2022,35,25.9,29.6,31.1,19.7,56.1,0,0,0,24.5,172.8,1009.5,45.5,10.1,9,Co may
3/5/2022,34,26.9,29.4,31.9,21.5,64,0.2,100,8.33,14.8,145.8,1009.2,45.9,9.9,7,"Mua, Co may"
3/6/2022,36,24,29.8,31.5,20.7,61,0,0,0,18.4,124.5,1009.1,44.2,10.1,9,Co may
3/7/2022,34.8,26,29.6,31.9,21.2,62,0,0,0,21.6,114.2,1009.6,46.7,10.3,8,Co may
3/8/2022,36,25,29.3,30.3,19.6,58.4,0,0,0,16.6,153.7,1009.2,35.9,10.3,9,Co may
3/9/2022,34,25,28.6,30.2,21,64.5,0,0,0,18.4,194,1008.9,43.5,9.6,9,Co may
3/10/2022,31,24.9,27.3,28.3,20.5,67.3,0,0,0,16.6,174.5,1008.8,43.9,9.5,8,Co may
3/11/2022,34,25,28.7,29.8,20.5,63.5,0,0,0,16.6,228.5,1007.6,44.6,9.5,9,Co may
3/12/2022,32,25,27.6,29.8,23,77,3,100,4.17,24.1,176.2,1007.3,61.9,9,7,"Mua, Co may"
3/13/2022,35,25.9,29.8,32.3,22.3,66.5,0.3,100,8.33,20.5,123.5,1007.3,44.9,9.7,8,"Mua, Co may"
3/14/2022,34.8,26.9,29.6,33,22.7,67.9,0.3,100,12.5,18.4,136,1007.9,49.2,10.2,7,"Mua, Co may"
3/15/2022,35,26.9,29.7,32.9,22.6,67.6,0,0,0,19.9,144.4,1007.3,47.3,10.3,8,Co may
3/16/2022,33,26,29.1,31.6,21.9,66.4,0,0,0,18.4,150,1007.5,45.6,10.3,9,Co may
3/17/2022,34,26,29.2,31.4,21.7,65.7,0,0,0,16.6,147.1,1007.3,48.1,10.1,9,Co may
3/18/2022,34,26,29.5,32.8,23,69.5,0,0,0,16.9,155,1007.3,54.8,10.1,9,Co may
3/19/2022,35,25.1,29.6,32.4,22.7,68.6,0,0,0,24.5,121.7,1006.8,43.9,9.9,9,Co may
3/20/2022,34,26,29,32.6,23.6,74.3,1,100,16.67,29.5,118.3,1007.9,55.1,9.7,9,"Mua, Co may"
3/21/2022,34,27,29.4,32.8,23,70.3,0.3,100,4.17,22.3,139,1009.4,63.3,10.2,8,"Mua, Co may"
3/22/2022,33,26.6,28.3,32.3,24.3,79.7,0.7,100,4.17,19.6,126.9,1010,53.6,10,8,"Mua, Co may"
3/23/2022,35,25,29.3,32.6,23.5,73.1,0,0,0,18.4,127.3,1009.6,48.6,10.1,10,Co may
3/24/2022,34.8,26.9,30,34.2,23.6,70.6,2,100,8.33,20.5,141.7,1009.3,51.2,10.3,9,"Mua, Co may"
3/25/2022,35,27,30.1,34.3,23.6,70.6,0,0,0,24.1,146.8,1009.9,44.7,10.3,10,Co may
3/26/2022,36,26.9,30.6,34.4,22.9,66.4,0,0,0,13,160.5,1010.4,56.9,10.3,10,Co may
3/27/2022,35,27.9,30.5,34.9,23.4,67.5,4,100,4.17,16.6,165.2,1010,58.6,10.3,10,"Mua, Co may"
3/28/2022,36,24,29.4,32.6,23.4,73.4,3.1,100,8.33,22.3,162.2,1009.9,50,9.3,10,"Mua, Co may"
3/29/2022,35,25,28.1,30.8,24.2,81.4,1,100,4.17,34.6,167.2,1009.3,68.7,8,10,"Mua, Co may"
3/30/2022,33.9,24,28.9,31.1,22.6,70.9,0.5,100,8.33,19.3,241.8,1008.2,55.2,9.7,10,"Mua, Co may"
3/31/2022,33,25,28.1,30.9,23.7,78.5,6,100,4.17,24.1,124.4,1008,60.6,8.3,7,"Mua, Co may"
4/1/2022,32,24,28,31.4,24.3,81.3,30,100,8.33,22.3,128.6,1009.7,66.7,9.3,10,"Mua, Co may"
4/2/2022,34,26,29.3,32.2,23.1,71.3,5.3,100,16.67,23.5,144.5,1010.4,58.1,10.3,9,"Mua, Co may"
4/3/2022,35,24,28,29.2,21.9,73.2,2.3,100,25,23.5,183.2,1010.4,59.8,10,10,"Mua, Co may"
4/4/2022,33,24,27.4,28.3,21.6,72.7,2,100,4.17,17,56.4,1011.9,65.1,9.7,9,"Mua, Co may"
4/5/2022,34,24,27.5,28.6,22.1,74.3,20,100,4.17,22.3,130,1011.9,58.9,9.4,10,"Mua, Co may"
4/6/2022,34,25,28.7,31,23,73.9,9,100,4.17,13,204.8,1010.8,53.3,9.2,9,"Mua, Co may"
4/7/2022,33,25,28.8,30.9,22.1,68.9,1.1,100,8.33,14.7,249.4,1010,54.8,9.9,6,"Mua, Co may"
4/8/2022,34,25,29.4,31,20.9,63.6,0.2,100,8.33,16.6,242.6,1009.7,44.2,9.6,10,"Mua, Co may"
4/9/2022,34,25.9,29.2,31.4,22,67.6,1.9,100,12.5,16.6,227.8,1009.1,51.7,9.7,10,"Mua, Co may"
4/10/2022,33,26.9,29.1,32,22.3,67.7,10.8,100,33.33,16.6,163.7,1008.9,56.1,10.3,10,"Mua, Co may"
4/11/2022,33,26,29,31.8,22.5,69.6,1.2,100,37.5,16,149.8,1008.7,47.3,10.3,10,"Mua, Co may"
4/12/2022,33,26,29.5,33.8,24,73.9,35,100,8.33,18.4,167.9,1007.7,61.8,9.6,10,"Mua, Co may"
4/13/2022,35,26.9,29.9,34,23.4,70,0.2,100,4.17,33.5,209.3,1006.6,60.1,9.7,10,"Mua, Co may"
4/14/2022,35,27,29.9,35.4,24.9,76.9,0.5,100,8.33,28.1,206.8,1006.5,62.9,10.3,10,"Mua, Co may"
4/15/2022,34,24.1,28.7,33.4,24.9,80.9,7,100,4.17,20.3,157.7,1007.3,59,9.4,10,"Mua, Co may"
4/16/2022,32,24,27.6,30.9,25.1,87.2,15,100,4.17,16.6,170.1,1007.5,66.5,8.3,5,"Mua, Co may"
4/17/2022,33.8,25,29,32.2,23.6,74.6,0.2,100,8.33,18.4,124.7,1008.1,57.1,9.3,10,"Mua, Co may"
4/18/2022,33,27.9,30.1,33.5,22.2,63.8,0.1,100,4.17,18.6,132.1,1008.9,54.2,10.3,10,"Mua, Co may"
4/19/2022,34,26,29.9,33,22.1,64.3,0.7,100,20.83,16.6,133,1009.8,53.9,10.1,10,"Mua, Co may"
4/20/2022,34.8,26,29.5,32.9,22.9,68.7,0.7,100,4.17,18.4,109.3,1009.2,58.7,9.3,10,"Mua, Co may"
4/21/2022,34.9,26.9,30.3,33.8,22.4,63.6,0.5,100,16.67,20.3,123.8,1008.7,46.2,9.8,10,"Mua, Co may"
4/22/2022,34.9,27,30.4,33.9,22.4,63.7,0,0,0,24.8,131.6,1009.1,40.5,10.3,10,Co may
4/23/2022,34.8,27,30,34.6,23.8,70.8,1.5,100,8.33,24.1,135.6,1008.5,50.9,10.3,10,"Mua, Co may"
4/24/2022,34.8,27.9,30.3,35.8,24.4,71.9,0.2,100,4.17,20.5,139.4,1007.5,52.5,10.3,10,"Mua, Co may"
4/25/2022,34,28,30.4,36,24.5,71.8,0,0,0,20.5,152.7,1007.2,50.8,10.3,9,Co may
4/26/2022,35.1,26,30.7,36.4,24.7,71.5,2.5,100,20.83,16.6,170.4,1007.3,56.1,10.2,9,"Mua, Co may"
4/27/2022,36,27,31,37.1,24.8,71.8,17,100,4.17,17.8,190.5,1006.8,62.1,9.7,10,"Mua, Co may"
4/28/2022,35,28.9,31.1,37.2,24.6,70.1,0.6,100,16.67,16.6,153.8,1007,57.6,10.3,7,"Mua, Co may"
4/29/2022,29,23,26.9,30.2,25,90,5,100,4.17,14.8,227.5,1007.6,76.9,8.2,1,"Mua, Co may"
4/30/2022,30.9,24,26.6,29.5,24.8,90.5,20,100,4.17,14.8,124.6,1006.7,81.1,8.9,9,"Mua, Co may"
5/1/2022,31,26,27.5,30.8,25.5,89.4,7,100,8.33,20.9,157.2,1006.4,68.4,8.9,8,"Mua, Co may"
5/2/2022,32,25,27.8,31.1,24.7,84.1,4,100,8.33,19.6,149.4,1007,53.2,9.7,9,"Mua, Co may"
5/3/2022,34,25,28.3,31.3,24.3,80.8,14.9,100,50,20.5,160.5,1008.6,65,9.6,9,"Mua, Co may"
5/4/2022,33,25,27.2,29.5,24.8,88.3,6,100,4.17,16.6,245.9,1008.9,70.2,9.2,9,"Mua, Co may"
5/5/2022,31.8,24,27.8,31.2,24.5,83.3,3,100,4.17,16.6,147.5,1007.4,67.1,9.1,10,"Mua, Co may"
5/6/2022,33.9,25,29.1,32.8,24.3,77.3,0.1,100,4.17,22.3,116,1007.1,54.9,9.5,10,"Mua, Co may"
5/7/2022,34,27.9,30,34.1,23.2,67.9,0.1,100,4.17,27.7,116.8,1007.3,47,10.3,10,"Mua, Co may"
5/8/2022,32,27,29.2,33.6,23.7,72.6,1,100,4.17,20.5,110.3,1007.6,63.7,10.3,9,"Mua, Co may"
5/9/2022,35,27,30.2,35.1,24.1,71.2,2.2,100,25,24.1,128.9,1007.9,57.1,10.3,9,"Mua, Co may"
5/10/2022,34.8,27,29.9,35,24.3,73.2,3.3,100,16.67,18.4,135,1007.9,54.4,10.1,10,"Mua, Co may"
5/11/2022,34.8,27,30.1,35.9,24.9,75.3,2.8,100,16.67,14.8,152.6,1007.8,57.8,10,10,"Mua, Co may"
5/12/2022,33.8,26,29.4,34.3,24.8,77.4,3.4,100,29.17,40.7,234.4,1007.7,74.3,9.2,10,"Mua, Co may"
5/13/2022,34,26.9,29.6,35.2,25.1,77.9,25,100,4.17,14.8,209.2,1007.1,58.9,10.1,9,"Mua, Co may"
5/14/2022,35,27,30.7,37.4,25.4,74.5,0.3,100,8.33,18.4,191.7,1007.9,57.7,10.3,9,"Mua, Co may"
5/15/2022,36,28,30.5,37.6,25.8,77.4,1,100,4.17,16,207.1,1008.4,57.5,10.1,8,"Mua, Co may"
5/16/2022,32,27,29,34.6,25.1,79.8,0.3,100,4.17,14.8,176.3,1008.6,56.1,9.5,10,"Mua, Co may"
5/17/2022,33,25,28.6,32.7,24.6,80.1,7.2,100,37.5,27.7,159,1008.8,66.1,9.8,9,"Mua, Co may"
5/18/2022,30,26,27.4,31.4,25.4,88.9,60,100,8.33,11.2,154.5,1009.6,74.7,9.2,9,"Mua, Co may"
5/19/2022,33,25.5,27.5,30.3,25.3,89,3,100,4.17,22.3,172.2,1010,63.6,9,10,"Mua, Co may"
5/20/2022,34,26,29.7,33.7,24.6,76.3,4.1,100,29.17,29.5,189.8,1008.3,57.7,8.8,6,"Mua, Co may"
5/21/2022,33,26,28.1,32.2,25,84.2,39,100,8.33,29.5,242.5,1006.6,68.5,9.7,9,"Mua, Co may"
5/22/2022,33,25.9,27.3,29.6,24.9,87.3,6,100,4.17,29.5,227.1,1005.2,65.3,9.5,8,"Mua, Co may"
5/23/2022,31,25,27.7,30.5,23.8,79.9,2.8,100,25,27.7,246,1005.7,63.5,10,7,"Mua, Co may"
5/24/2022,34,26.9,30.2,35.6,24.7,74,5,100,33.33,22.3,247.1,1008.2,55.7,10.3,8,"Mua, Co may"
5/25/2022,34,27,30.2,36.2,25.2,76,1,100,12.5,18.4,268.8,1008.1,52.8,10.1,9,"Mua, Co may"
5/26/2022,33,23,28.7,33.4,24.9,81.4,6,100,4.17,42.5,276.1,1006.7,69.8,9.3,8,"Mua, Co may"
5/27/2022,33.9,24,27.1,29.7,24.7,87.7,46,100,8.33,37.1,232.6,1005.7,82.6,8.4,9,"Mua, Co may"
5/28/2022,32,24,27.2,29.3,24.3,85.6,15,100,8.33,27.7,243.7,1006.1,73.4,9,8,"Mua, Co may"
5/29/2022,32,25,27.5,30.8,24.6,84.5,6,100,8.33,22.3,250.7,1006.2,68.1,10.1,8,"Mua, Co may"
5/30/2022,32,25,27.6,31.1,25.2,87.2,5,100,20.83,24.1,229.3,1006,59.8,9.9,9,"Mua, Co may"
5/31/2022,34,26,29.7,34.9,25.2,78.2,0.2,100,8.33,18.4,206.4,1005.6,50.9,9.7,9,"Mua, Co may"
6/1/2022,33,27.9,29.3,35.8,25.8,81.5,3.7,100,29.17,14.8,205.5,1006.5,63.1,10.3,9,"Mua, Co may"
6/2/2022,31,24,27.3,30.9,25.1,88.5,14,100,4.17,20.5,193.1,1007.7,64.7,9,9,"Mua, Co may"
6/3/2022,32.9,25,27.2,30.3,24.9,87.6,12,100,8.33,22.3,180.2,1008.3,65.3,9.1,9,"Mua, Co may"
6/4/2022,33,25.9,27.8,30.2,24.2,82,6.9,100,37.5,30.1,218.4,1009.2,64.8,9.6,10,"Mua, Co may"
6/5/2022,33,24.9,28.8,32.3,23.7,75.1,0,0,0,16.6,228.5,1007.9,55.4,10,10,Co may
6/6/2022,35,25.9,29.6,35.2,25.3,78.2,0.7,100,12.5,19.3,264.5,1006.7,57,10.1,10,"Mua, Co may"
6/7/2022,34,27,30.2,35.5,24.5,72.8,4.5,100,20.83,14.8,270.2,1006.9,57,10.7,10,"Mua, Co may"
6/8/2022,35,26.9,30.7,35.6,23.8,68.1,14,100,4.17,13,302.5,1007.3,39.1,10.2,9,"Mua, Co may"
6/9/2022,36,24.4,31.1,36,23.8,67.6,3.1,100,12.5,16,253.3,1006.8,48.8,10,10,"Mua, Co may"
6/10/2022,34,25.8,29.4,33.3,24.4,76.8,64,100,4.17,13,203.8,1007.7,64.4,9.1,10,"Mua, Co may"
6/11/2022,35,26.9,30.4,35.8,24.4,71.8,2.9,100,12.5,14.8,199,1007.7,51.2,9.7,9,"Mua, Co may"
6/12/2022,34,25,27.4,29.8,23.9,82.1,13,100,4.17,20.9,158.1,1008.6,62.4,9.2,9,"Mua, Co may"
6/13/2022,33,25,28.6,33.3,25,81.7,11,100,4.17,16.6,163.2,1008.2,50.5,8.8,10,"Mua, Co may"
6/14/2022,34,25.9,30.1,35.1,24.4,72.8,1.8,100,16.67,16.6,209.2,1008.2,54.3,10.3,9,"Mua, Co may"
6/15/2022,33,27,29.2,34.3,24.6,77,2.1,100,8.33,16.6,207.4,1009,53.4,10.3,9,"Mua, Co may"
6/16/2022,34,26,29.9,34.8,24.5,74,1,100,20.83,14.8,187.3,1009.4,54.1,9.3,10,"Mua, Co may"
6/17/2022,33,27,29.4,35.2,25.2,78.7,0.9,100,16.67,14.8,202.3,1009,63,9,8,"Mua, Co may"
6/18/2022,33.9,26.5,28.9,33.7,24.4,77.4,4,100,4.17,25.9,230.5,1008.7,66.4,9.2,9,"Mua, Co may"
6/19/2022,34,25,27.8,30.6,24.3,82.3,0.2,100,4.17,22.3,204.2,1008.1,63.3,9.2,9,"Mua, Co may"
6/20/2022,34,25,28,31.2,24.3,82,12,100,4.17,11.2,193.1,1006.3,61.9,9.3,9,"Mua, Co may"
6/21/2022,34,24.8,28.2,31.6,24.2,79.9,62,100,4.17,14.8,206.8,1006.2,54.3,9.5,9,"Mua, Co may"
6/22/2022,33,24,27.2,29.5,24.5,85.9,34,100,8.33,27.7,184,1008.4,70.3,9,9,"Mua, Co may"
6/23/2022,33,25,27.2,29.9,24.9,88,76,100,4.17,18.4,181.8,1008.8,67.4,8,9,"Mua, Co may"
6/24/2022,32,24,27,29.7,24.9,88.9,4.5,100,8.33,31.7,178.6,1007.6,57.5,8.3,9,"Mua, Co may"
6/25/2022,33,25.9,28.8,33,25,81.3,2.4,100,16.67,18.4,166.4,1006.8,55.3,10,9,"Mua, Co may"
6/26/2022,34,26.9,29.5,34.5,24.5,75.6,1,100,4.17,19.9,177.5,1007.9,55.8,10.2,9,"Mua, Co may"
6/27/2022,33.9,26,29.1,34.8,25.4,80.6,0.9,100,16.67,13,203.6,1008.1,63.1,9.5,9,"Mua, Co may"
6/28/2022,32.9,23.1,28.2,32.5,24.7,82.5,16,100,8.33,24.1,233.5,1006.8,60.4,9.5,9,"Mua, Co may"
6/29/2022,34,26.9,29.7,35.5,25,77.3,3.9,100,33.33,29.5,266.6,1004.2,47.5,10.1,9,"Mua, Co may"
6/30/2022,33,26,28.4,33.5,25.1,82.9,14,100,8.33,22.3,256.3,1003.8,69.9,9.7,9,"Mua, Co may"
7/1/2022,31,25,27.6,31.3,25,85.8,5,100,4.17,21.9,249.1,1004.4,81,10.1,6,"Mua, Co may"
7/2/2022,30,26.9,28,32.6,25,84,14,100,12.5,22.3,234,1005.2,68.7,9.9,8,"Mua, Co may"
7/3/2022,30,25,27.4,31.5,25,86.9,3,100,4.17,18.4,235.2,1006.3,71.4,10.1,8,"Mua, Co may"
7/4/2022,32.9,25.9,28.6,33.5,25.3,83.2,9.8,100,41.67,20.5,241,1006.3,55.9,10.3,9,"Mua, Co may"
7/5/2022,32,26.9,29,34.9,25.4,81.4,0.9,100,4.17,22.3,238.1,1006.6,58.4,10.2,9,"Mua, Co may"
7/6/2022,34,27,29.1,35.1,25.6,81.9,5,100,4.17,20.5,229.7,1007.1,62.7,10.1,9,"Mua, Co may"
7/7/2022,33,26,29.2,35.2,25.8,82.7,1.1,100,20.83,20.5,251.6,1007,66.6,10,7,"Mua, Co may"
7/8/2022,31.8,25,27.6,31.8,25.3,87.4,0.6,100,8.33,29.5,240.7,1007,68.8,9.1,8,"Mua, Co may"
7/9/2022,32,25,27.4,30.3,25.1,88.1,34,100,8.33,31.7,246.3,1005.7,73.1,8,6,"Mua, Co may"
7/10/2022,31,23.9,26.5,28.6,24,86.8,9.4,100,8.33,29.5,273.8,1006,75.8,8.9,4,"Mua, Co may"
7/11/2022,31,25,26.9,29.3,24.3,86.3,0.5,100,8.33,24.1,274.1,1005.9,68.5,10,6,"Mua, Co may"
7/12/2022,29.1,25,26.4,28,25,92.4,2.1,100,8.33,29.9,256.9,1005,77.5,9.5,8,"Mua, Co may"
7/13/2022,31,25,27.1,29.9,24.7,87.1,2,100,4.17,29.5,266.5,1004.1,68.3,9.7,5,"Mua, Co may"
7/14/2022,31,25,27.6,30.6,24.6,84.6,2,100,4.17,25.9,257.5,1004.8,65,9.6,7,"Mua, Co may"
7/15/2022,31.8,25,27.4,31.1,25.2,87.9,1,100,4.17,27.7,253.3,1006.2,63.5,9.9,8,"Mua, Co may"
7/16/2022,32.9,26,28.2,32.7,25.4,85.4,1,100,4.17,20.5,229,1007.1,61.1,9.5,9,"Mua, Co may"
7/17/2022,33,26,28.3,32.8,25.2,84.2,7.5,100,29.17,25.9,231.9,1008.5,62.9,10.1,10,"Mua, Co may"
7/18/2022,33,25.9,28.8,33.2,25.2,81.9,0.3,100,4.17,18.4,234,1007,63.2,10,9,"Mua, Co may"
7/19/2022,32,25,27.5,30.7,24.9,86.3,40.2,100,8.33,21.6,246.8,1006,63.7,9.9,9,"Mua, Co may"
7/20/2022,29.7,24.7,25.6,26.6,24.4,92.9,50,100,12.5,22.3,169.5,1006.9,73.8,9.3,8,"Mua, Co may"
7/21/2022,29,24.9,25.7,26.6,24.9,95.4,9,100,4.17,16.6,171.5,1009.5,73.1,7.9,6,"Mua, Co may"
7/22/2022,35,24,28.5,32,24.1,79.9,1.2,100,8.33,16.6,173.3,1009.9,44.9,8.4,9,"Mua, Co may"
7/23/2022,33,25,27.8,30.6,24.6,83.6,3.8,100,29.17,21.4,122,1008.7,60.2,9.8,9,"Mua, Co may"
7/24/2022,34,25,28.9,32.9,24.9,80.6,0.8,100,20.83,18.4,127.8,1007.4,62.3,9.1,10,"Mua, Co may"
7/25/2022,35,26,29.6,35.4,25.2,77.9,3.2,100,25,20.5,113.6,1007.4,60.3,10.2,10,"Mua, Co may"
7/26/2022,32,25,28.6,33.4,25.3,83.2,9.5,100,33.33,19.6,133.4,1007.8,55.2,9.6,9,"Mua, Co may"
7/27/2022,32,25,28.2,32,24.7,82.1,1,100,4.17,14.8,162.9,1007.5,50.2,9.2,9,"Mua, Co may"
7/28/2022,33,25,28.1,31.7,24.9,83.6,1,100,4.17,16.8,214.2,1007.6,52.9,8.9,9,"Mua, Co may"
7/29/2022,35,25,29.3,34.1,24.9,78.5,0.3,100,8.33,16.8,235.3,1006.9,55.4,8.9,10,"Mua, Co may"
7/30/2022,34,26.9,29.5,35.6,25.4,79.7,2.8,100,25,27.7,245.4,1006.4,64.7,9.7,9,"Mua, Co may"
7/31/2022,34,26,29.4,35.3,25.6,81.4,4,100,29.17,27.7,232.2,1005.4,65.2,10.2,10,"Mua, Co may"
8/1/2022,32.9,25,27.4,31.4,25.4,88.9,10,100,8.33,24.1,173.7,1006.4,59.2,9.6,9,"Mua, Co may"
8/2/2022,32.1,26,28.2,32.8,25.4,85.1,28.1,100,8.33,22.5,218.3,1007.3,53.3,9.4,9,"Mua, Co may"
8/3/2022,33,26,28.4,33,25.4,84.4,41,100,8.33,22.3,269.8,1008.4,61.6,9.6,8,"Mua, Co may"
8/4/2022,31,25,27.3,30.8,25.3,89.6,2,100,4.17,13,256.5,1008.1,63.6,9,8,"Mua, Co may"
8/5/2022,32,25,27.9,32.4,25.3,86.5,29,100,4.17,18.4,282.8,1007.6,61.9,9.5,8,"Mua, Co may"
8/6/2022,30,24,27,30,24.7,87.5,9,100,4.17,22.3,208.7,1007,66.8,9,7,"Mua, Co may"
8/7/2022,30,25,27.1,29.7,24.6,86.4,3.8,100,8.33,22.3,265.9,1006.6,73.1,10,5,"Mua, Co may"
8/8/2022,30,24,26.6,28.4,23.9,85.6,15,100,4.17,40.7,268.5,1006.6,79.4,9.9,2,"Mua, Co may"
8/9/2022,32,24.9,27.5,29.8,23.8,81.1,2,100,4.17,27.7,270,1006.1,67.3,9.9,3,"Mua, Co may"
8/10/2022,32,26,28.4,32.1,24.4,79.5,2,100,4.17,33.5,253.6,1005.8,60.3,10.1,10,"Mua, Co may"
8/11/2022,30,24.9,26.2,27.3,23.4,84.4,0.4,100,4.17,28.2,235.4,1007.4,70.4,9.9,8,"Mua, Co may"
8/12/2022,33,24,27.8,31.6,24.4,82.7,6,100,4.17,27.7,190.1,1008.3,65.8,9.4,9,"Mua, Co may"
8/13/2022,34,25.9,29.7,32.9,23.3,71.1,0.1,100,4.17,14.8,245.2,1008.3,38.7,9.8,9,"Mua, Co may"
8/14/2022,34,26,29.6,34.2,24.2,73.8,0.1,100,4.17,14.8,259.3,1008,51.7,9.3,10,"Mua, Co may"
8/15/2022,32,23,27.3,31,24.8,86.6,17.9,100,62.5,35.3,234.5,1007.5,79.4,8.6,5,"Mua, Co may"
8/16/2022,32,25,26.8,29.9,25.6,93.7,8.3,100,37.5,36,197.1,1007.8,78.5,7.8,9,"Mua, Co may"
8/17/2022,31,26,27.9,31.5,25,84.7,3.1,100,41.67,24.1,222.8,1008.1,62.7,9.6,9,"Mua, Co may"
8/18/2022,33,26,28.8,32.9,24.7,79.7,1.3,100,29.17,31.7,251.3,1007.3,55.3,9.7,9,"Mua, Co may"
8/19/2022,34,26,28.6,32.7,24.5,79.2,13.7,100,41.67,20.5,233.1,1006.8,53.7,9.4,10,"Mua, Co may"
8/20/2022,33,26,28.5,33.2,24.8,80.5,10.4,100,41.67,27.7,250.8,1006.2,67.4,9.7,8,"Mua, Co may"
8/21/2022,32,27,28.4,32.7,24.5,79.8,11.2,100,58.33,24.1,227.4,1006.8,52.1,9.8,9,"Mua, Co may"
8/22/2022,35,26,28.8,32.2,24.2,77.2,11.9,100,54.17,16.6,231.1,1007.5,60.6,9.5,9,"Mua, Co may"
